#Table1
apogee_id,apstar_id,ra,dec,nvisits,starSNR,vscatter,verr,visit_id,vhelio,vrelerr,visitSNR,starflag,mjd
2M00054456+7016443,apogee.apo25m.stars.120+08.2M00054456+7016443,1.435671,70.278999,12,207.706,6.854268,0.1700466,apogee.apo25m.dr17.5266.56173.9,-18.50443,0.1219623,92.9881,1180160,56173
2M00054456+7016443,apogee.apo25m.stars.120+08.2M00054456+7016443,1.435671,70.278999,12,207.706,6.854268,0.1700466,apogee.apo25m.dr17.6233.56262.5,-17.21269,0.1349124,82.5933,1180160,56262
2M00054456+7016443,apogee.apo25m.stars.120+08.2M00054456+7016443,1.435671,70.278999,12,207.706,6.854268,0.1700466,apogee.apo25m.dr17.5267.55850.2,-26.53249,0.1346628,82.9618,131584,55850
2M00054456+7016443,apogee.apo25m.stars.120+08.2M00054456+7016443,1.435671,70.278999,12,207.706,6.854268,0.1700466,apogee.apo25m.dr17.5266.55869.4,-11.67554,0.1759966,64.7827,1180160,55869
2M00054456+7016443,apogee.apo25m.stars.120+08.2M00054456+7016443,1.435671,70.278999,12,207.706,6.854268,0.1700466,apogee.apo25m.dr17.6232.56257.20,-13.61359,0.1997224,89.5398,1180160,56257
2M00054456+7016443,apogee.apo25m.stars.120+08.2M00054456+7016443,1.435671,70.278999,12,207.706,6.854268,0.1700466,apogee.apo25m.dr17.6233.56234.17,-9.301741,0.1479065,79.6019,1180160,56234
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.9135.58295.15,-30.16057,0.1156228,21.0149,2048,58295
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.9083.57887.214,-44.98868,0.09525892,30.5404,0,57887
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.7950.58731.15,-28.70772,0.06653573,36.8384,2048,58731
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.9082.57789.16,-58.89325,0.06474184,38.0847,2048,57789
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.9084.57556.213,-61.30414,0.07186343,41.7013,0,57556
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.9081.59147.22,-38.65182,0.2245748,11.2591,2048,59147
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.7950.58384.28,-57.674,0.04644093,56.3605,2048,58384
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.7951.59155.28,-32.22182,0.04439564,58.7108,2052,59155
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.7950.58085.16,-34.5515,0.04877245,52.7226,2048,58085
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.7951.58504.15,-28.5562,0.1643939,14.7368,2048,58504
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.7950.58060.16,-28.374,0.05366438,47.3273,2048,58060
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.7950.59074.16,-61.00003,0.1562428,16.0111,2048,59074
2M00054486+8453193,apogee.apo25m.stars.N188.2M00054486+8453193,1.436923,84.888718,13,178.2853,14.21162,0.06450271,apogee.apo25m.dr17.7950.57295.15,-60.25381,0.04819693,52.6298,2048,57295
2M00060064+7001540,apogee.apo25m.stars.120+08.2M00060064+7001540,1.502688,70.03167,12,328.3197,28.02461,0.7975054,apogee.apo25m.dr17.6232.56224.27,-6.206972,1.119155,88.843,1180160,56224
2M00060064+7001540,apogee.apo25m.stars.120+08.2M00060064+7001540,1.502688,70.03167,12,328.3197,28.02461,0.7975054,apogee.apo25m.dr17.5267.55850.17,34.66887,0.7190678,133.534,1180160,55850
2M00060064+7001540,apogee.apo25m.stars.120+08.2M00060064+7001540,1.502688,70.03167,12,328.3197,28.02461,0.7975054,apogee.apo25m.dr17.6232.56233.27,30.73325,0.6858578,140.255,1180160,56233
2M00060064+7001540,apogee.apo25m.stars.120+08.2M00060064+7001540,1.502688,70.03167,12,328.3197,28.02461,0.7975054,apogee.apo25m.dr17.5266.55851.22,10.97713,0.7432979,132.458,1180160,55851
2M00060064+7001540,apogee.apo25m.stars.120+08.2M00060064+7001540,1.502688,70.03167,12,328.3197,28.02461,0.7975054,apogee.apo25m.dr17.5267.55871.11,52.19804,0.784743,123.875,1180160,55871
2M00060064+7001540,apogee.apo25m.stars.120+08.2M00060064+7001540,1.502688,70.03167,12,328.3197,28.02461,0.7975054,apogee.apo25m.dr17.6233.56234.21,-7.018633,0.9933881,98.1778,1180160,56234
2M00060064+7001540,apogee.apo25m.stars.120+08.2M00060064+7001540,1.502688,70.03167,12,328.3197,28.02461,0.7975054,apogee.apo25m.dr17.5266.56173.3,2.844984,0.7298301,139.855,1180160,56173
2M00060064+7001540,apogee.apo25m.stars.120+08.2M00060064+7001540,1.502688,70.03167,12,328.3197,28.02461,0.7975054,apogee.apo25m.dr17.5266.55869.22,-0.0601991,0.86501,114.923,1180160,55869
2M00060064+7001540,apogee.apo25m.stars.120+08.2M00060064+7001540,1.502688,70.03167,12,328.3197,28.02461,0.7975054,apogee.apo25m.dr17.5267.56204.23,39.39557,0.7867879,134.433,1180160,56204
2M00060064+7001540,apogee.apo25m.stars.120+08.2M00060064+7001540,1.502688,70.03167,12,328.3197,28.02461,0.7975054,apogee.apo25m.dr17.6233.56258.10,16.07808,1.009379,93.4712,1180160,56258
2M00060064+7001540,apogee.apo25m.stars.120+08.2M00060064+7001540,1.502688,70.03167,12,328.3197,28.02461,0.7975054,apogee.apo25m.dr17.6232.56257.27,-33.80062,0.7099189,140.361,1180160,56257
2M00060064+7001540,apogee.apo25m.stars.120+08.2M00060064+7001540,1.502688,70.03167,12,328.3197,28.02461,0.7975054,apogee.apo25m.dr17.6233.56262.22,-38.19812,0.759285,129.01,1180160,56262
2M00063268-7310123,apogee.lco25m.stars.SMC12.2M00063268-7310123,1.636205,-73.170105,12,122.857,1.271296,0.06229726,apogee.lco25m.dr17.12776.59154.100,142.8352,0.07016202,21.9329,16777216,59154
2M00063268-7310123,apogee.lco25m.stars.SMC12.2M00063268-7310123,1.636205,-73.170105,12,122.857,1.271296,0.06229726,apogee.lco25m.dr17.12776.59162.51,144.7141,0.05270363,30.622,0,59162
2M00063268-7310123,apogee.lco25m.stars.SMC12.2M00063268-7310123,1.636205,-73.170105,12,122.857,1.271296,0.06229726,apogee.lco25m.dr17.12776.59147.106,140.1053,0.06595557,23.8532,16777216,59147
2M00063268-7310123,apogee.lco25m.stars.SMC12.2M00063268-7310123,1.636205,-73.170105,12,122.857,1.271296,0.06229726,apogee.lco25m.dr17.12776.59164.106,144.6524,0.0549616,29.4537,0,59164
2M00063268-7310123,apogee.lco25m.stars.SMC12.2M00063268-7310123,1.636205,-73.170105,12,122.857,1.271296,0.06229726,apogee.lco25m.dr17.12776.59160.51,144.4916,0.05982459,26.8751,0,59160
2M00063268-7310123,apogee.lco25m.stars.SMC12.2M00063268-7310123,1.636205,-73.170105,12,122.857,1.271296,0.06229726,apogee.lco25m.dr17.12776.59159.51,144.2887,0.06503955,24.6753,0,59159
2M00063268-7310123,apogee.lco25m.stars.SMC12.2M00063268-7310123,1.636205,-73.170105,12,122.857,1.271296,0.06229726,apogee.lco25m.dr17.12776.59158.51,144.0348,0.06280688,24.3311,0,59158
2M00063268-7310123,apogee.lco25m.stars.SMC12.2M00063268-7310123,1.636205,-73.170105,12,122.857,1.271296,0.06229726,apogee.lco25m.dr17.12776.59165.106,144.2738,0.06149852,26.613,0,59165
2M00063268-7310123,apogee.lco25m.stars.SMC12.2M00063268-7310123,1.636205,-73.170105,12,122.857,1.271296,0.06229726,apogee.lco25m.dr17.12776.59157.100,143.7073,0.07303039,20.8302,16777216,59157
2M00063268-7310123,apogee.lco25m.stars.SMC12.2M00063268-7310123,1.636205,-73.170105,12,122.857,1.271296,0.06229726,apogee.lco25m.dr17.12776.59156.100,143.4961,0.06450967,23.6144,16777216,59156
2M00063268-7310123,apogee.lco25m.stars.SMC12.2M00063268-7310123,1.636205,-73.170105,12,122.857,1.271296,0.06229726,apogee.lco25m.dr17.12776.59155.100,143.2247,0.07202058,21.3822,16777216,59155
2M00063268-7310123,apogee.lco25m.stars.SMC12.2M00063268-7310123,1.636205,-73.170105,12,122.857,1.271296,0.06229726,apogee.lco25m.dr17.12776.59166.106,144.4027,0.05870652,27.6982,0,59166
2M00064418+7541165,apogee.apo25m.stars.120+12.2M00064418+7541165,1.68412,75.687943,9,321.5358,3.485057,0.1286715,apogee.apo25m.dr17.6531.56559.242,9.556902,0.1102637,84.1385,131072,56559
2M00064418+7541165,apogee.apo25m.stars.120+12.2M00064418+7541165,1.68412,75.687943,9,321.5358,3.485057,0.1286715,apogee.apo25m.dr17.7545.56933.296,9.250335,0.1410463,83.7536,133124,56933
2M00064418+7541165,apogee.apo25m.stars.120+12.2M00064418+7541165,1.68412,75.687943,9,321.5358,3.485057,0.1286715,apogee.apo25m.dr17.7546.56991.203,2.144732,0.1037487,87.4218,1179648,56991
2M00064418+7541165,apogee.apo25m.stars.120+12.2M00064418+7541165,1.68412,75.687943,9,321.5358,3.485057,0.1286715,apogee.apo25m.dr17.7546.56937.287,8.652711,0.1517988,57.8337,1179648,56937
2M00064418+7541165,apogee.apo25m.stars.120+12.2M00064418+7541165,1.68412,75.687943,9,321.5358,3.485057,0.1286715,apogee.apo25m.dr17.6531.56254.296,3.458729,0.1089766,84.7353,1181696,56254
2M00064418+7541165,apogee.apo25m.stars.120+12.2M00064418+7541165,1.68412,75.687943,9,321.5358,3.485057,0.1286715,apogee.apo25m.dr17.7545.56936.296,2.794919,0.1553532,77.1768,1181696,56936
2M00064418+7541165,apogee.apo25m.stars.120+12.2M00064418+7541165,1.68412,75.687943,9,321.5358,3.485057,0.1286715,apogee.apo25m.dr17.6531.56487.242,8.788143,0.2001023,42.3674,131072,56487
2M00064418+7541165,apogee.apo25m.stars.120+12.2M00064418+7541165,1.68412,75.687943,9,321.5358,3.485057,0.1286715,apogee.apo25m.dr17.7546.56934.287,3.810616,0.09607913,93.9028,1179648,56934
2M00064418+7541165,apogee.apo25m.stars.120+12.2M00064418+7541165,1.68412,75.687943,9,321.5358,3.485057,0.1286715,apogee.apo25m.dr17.7545.56971.296,0.9950928,0.1532197,77.1636,1181700,56971
2M00065234+0151397,apogee.apo25m.stars.100-60.2M00065234+0151397,1.718115,1.86104,10,1505.979,47.44374,0.08033536,apogee.apo25m.dr17.9243.58033.202,52.16771,0.09125228,288.734,2097152,58033
2M00065234+0151397,apogee.apo25m.stars.100-60.2M00065234+0151397,1.718115,1.86104,10,1505.979,47.44374,0.08033536,apogee.apo25m.dr17.7494.56848.244,-38.66734,0.06967533,381.177,10485760,56848
2M00065234+0151397,apogee.apo25m.stars.100-60.2M00065234+0151397,1.718115,1.86104,10,1505.979,47.44374,0.08033536,apogee.apo25m.dr17.7063.56666.244,3.235015,0.07542368,360.724,10485760,56666
2M00065234+0151397,apogee.apo25m.stars.100-60.2M00065234+0151397,1.718115,1.86104,10,1505.979,47.44374,0.08033536,apogee.apo25m.dr17.9243.57677.256,21.68562,0.07837447,405.77,10485760,57677
2M00065234+0151397,apogee.apo25m.stars.100-60.2M00065234+0151397,1.718115,1.86104,10,1505.979,47.44374,0.08033536,apogee.apo25m.dr17.7063.56644.244,-69.54525,0.07405863,366.888,2097152,56644
2M00065234+0151397,apogee.apo25m.stars.100-60.2M00065234+0151397,1.718115,1.86104,10,1505.979,47.44374,0.08033536,apogee.apo25m.dr17.9243.57654.255,48.29428,0.07709692,342.489,10485760,57654
2M00065234+0151397,apogee.apo25m.stars.100-60.2M00065234+0151397,1.718115,1.86104,10,1505.979,47.44374,0.08033536,apogee.apo25m.dr17.7062.56650.298,-12.46106,0.05926475,422.851,2048,56650
2M00065234+0151397,apogee.apo25m.stars.100-60.2M00065234+0151397,1.718115,1.86104,10,1505.979,47.44374,0.08033536,apogee.apo25m.dr17.9243.57674.256,-71.91134,0.6763142,47.6151,2097152,57674
2M00065234+0151397,apogee.apo25m.stars.100-60.2M00065234+0151397,1.718115,1.86104,10,1505.979,47.44374,0.08033536,apogee.apo25m.dr17.7062.56646.298,0.4232202,0.07149479,365.587,8390656,56646
2M00065234+0151397,apogee.apo25m.stars.100-60.2M00065234+0151397,1.718115,1.86104,10,1505.979,47.44374,0.08033536,apogee.apo25m.dr17.7062.56635.256,-70.31956,0.08630457,317.341,2097152,56635
2M00065841+7528039,apogee.apo25m.stars.120+12.2M00065841+7528039,1.743382,75.467773,9,448.278,11.75572,0.1179925,apogee.apo25m.dr17.7546.56934.245,-3.747937,0.1221103,132.722,1179648,56934
2M00065841+7528039,apogee.apo25m.stars.120+12.2M00065841+7528039,1.743382,75.467773,9,448.278,11.75572,0.1179925,apogee.apo25m.dr17.7546.56991.206,-13.48417,0.1025477,118.746,1179648,56991
2M00065841+7528039,apogee.apo25m.stars.120+12.2M00065841+7528039,1.743382,75.467773,9,448.278,11.75572,0.1179925,apogee.apo25m.dr17.7545.56971.287,-10.21457,0.1182967,103.464,1179648,56971
2M00065841+7528039,apogee.apo25m.stars.120+12.2M00065841+7528039,1.743382,75.467773,9,448.278,11.75572,0.1179925,apogee.apo25m.dr17.6531.56559.188,-19.90907,0.1179487,106.374,1179652,56559
2M00065841+7528039,apogee.apo25m.stars.120+12.2M00065841+7528039,1.743382,75.467773,9,448.278,11.75572,0.1179925,apogee.apo25m.dr17.7545.56936.206,-23.24038,0.1088712,111.45,1179648,56936
2M00065841+7528039,apogee.apo25m.stars.120+12.2M00065841+7528039,1.743382,75.467773,9,448.278,11.75572,0.1179925,apogee.apo25m.dr17.6531.56254.293,-18.58766,0.1083061,118.101,1179648,56254
2M00065841+7528039,apogee.apo25m.stars.120+12.2M00065841+7528039,1.743382,75.467773,9,448.278,11.75572,0.1179925,apogee.apo25m.dr17.7546.56937.290,-31.04022,0.1473245,81.3173,1179648,56937
2M00065841+7528039,apogee.apo25m.stars.120+12.2M00065841+7528039,1.743382,75.467773,9,448.278,11.75572,0.1179925,apogee.apo25m.dr17.6531.56487.191,2.455151,0.1782778,68.5097,131072,56487
2M00065841+7528039,apogee.apo25m.stars.120+12.2M00065841+7528039,1.743382,75.467773,9,448.278,11.75572,0.1179925,apogee.apo25m.dr17.7545.56933.284,3.264699,0.1017754,117.318,1179648,56933
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.5221.56656.220,-14.35746,0.07884344,466.495,1179648,56656
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9069.58150.225,-3.751997,0.1043615,423.162,1179648,58150
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.5095.55840.232,-0.3474827,0.07025714,507.737,1179648,55840
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.11424.58419.225,-5.317355,0.1110382,451.882,1179648,58419
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.7950.59074.220,-49.88483,0.2014599,168.434,1179648,59074
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9135.58295.213,-9.719548,0.1684413,203.151,1179648,58295
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.5221.55841.214,-3.420919,0.1054174,336.834,1179648,55841
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.5095.55844.237,-0.4633792,0.09993292,361.602,1179648,55844
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.5221.56656.220,-14.35746,0.07884344,466.495,1179648,56656
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9069.58150.225,-3.751997,0.1043615,423.162,1179648,58150
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9084.57556.220,0.3690808,0.1028559,327.726,1179648,57556
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9519.57736.219,-27.20939,0.07657468,445.62,1179648,57736
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.7950.59074.220,-49.88483,0.2014599,168.434,1179648,59074
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9135.58295.213,-9.719548,0.1684413,203.151,1179648,58295
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9264.59159.225,-7.130599,0.1524998,286.781,1179648,59159
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.5095.55844.237,-0.4633792,0.09993292,361.602,1179648,55844
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.5221.56654.220,-14.11289,0.08459292,434.772,1179648,56654
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9069.57822.225,-27.38374,0.1053216,433.95,1179648,57822
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.7950.57295.220,-38.70332,0.08194308,459.702,1179648,57295
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.11424.58419.225,-5.317355,0.1110382,451.882,1179648,58419
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.7951.58504.219,-19.50166,0.1602679,209.743,1179648,58504
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9264.57709.226,12.56271,0.2010766,215.106,1179648,57709
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.5221.55841.214,-3.420919,0.1054174,336.834,1179648,55841
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9519.57736.219,-27.20939,0.07657468,445.62,1179648,57736
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.5221.56654.220,-14.11289,0.08459292,434.772,1179648,56654
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9069.57822.225,-27.38374,0.1053216,433.95,1179648,57822
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9084.57556.220,0.3690808,0.1028559,327.726,1179648,57556
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.11424.58738.238,-15.51398,0.133276,367.868,1179648,58738
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.7951.58504.219,-19.50166,0.1602679,209.743,1179648,58504
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9264.57709.226,12.56271,0.2010766,215.106,1179648,57709
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9264.59159.225,-7.130599,0.1524998,286.781,1179648,59159
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9519.58083.225,-27.23948,0.1203835,365.472,1179648,58083
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.5221.56655.220,-15.02679,0.09595955,374.052,1179648,56655
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9264.59059.220,0.1511939,0.1406569,227.04,1179648,59059
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.5095.55840.232,-0.3474827,0.07025714,507.737,1179648,55840
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.11424.58738.238,-15.51398,0.133276,367.868,1179648,58738
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.7951.59154.232,-1.92528,1.011129,27.9697,51511296,59154
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9264.59059.220,0.1511939,0.1406569,227.04,1179648,59059
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.5221.55866.219,-5.872987,0.08116163,455.579,1179648,55866
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9519.58083.225,-27.23948,0.1203835,365.472,1179648,58083
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.5221.56655.220,-15.02679,0.09595955,374.052,1179648,56655
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9264.58054.225,-5.862997,0.1213125,364.586,1179648,58054
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.7950.57295.220,-38.70332,0.08194308,459.702,1179648,57295
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9519.58028.213,-4.350252,0.1126579,280.453,1179648,58028
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.7951.59154.232,-1.92528,1.011129,27.9697,51511296,59154
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9264.58054.225,-5.862997,0.1213125,364.586,1179648,58054
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9519.58121.225,-13.58681,0.1214599,361.773,1179648,58121
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9519.58028.213,-4.350252,0.1126579,280.453,1179648,58028
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.7951.59155.232,2.535083,0.1053977,321.187,50462720,59155
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9264.58009.219,-42.45993,0.0709876,472.75,1179648,58009
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.5095.55824.232,-2.588614,0.128932,258.739,1179648,55824
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9519.57760.225,14.29372,0.1088588,400.55,1179648,57760
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.7951.59155.232,2.535083,0.1053977,321.187,50462720,59155
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9264.58009.219,-42.45993,0.0709876,472.75,1179648,58009
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.5221.55866.219,-5.872987,0.08116163,455.579,1179648,55866
2M00070631+8524175,apogee.apo25m.stars.N188.2M00070631+8524175,1.776295,85.404884,28,2641.724,15.77739,0.09940319,apogee.apo25m.dr17.9519.57760.225,14.29372,0.1088588,400.55,1179648,57760
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9081.59147.232,6.818436,0.3242545,95.4505,50462720,59147
2M00070631+8524175,apogee.apo25m.stars.N188-RV.2M00070631+8524175,1.776295,85.404884,15,1955.154,19.35409,0.1159622,apogee.apo25m.dr17.9264.57672.225,-0.4979421,0.09927406,456.054,1179648,57672
